ID,Classification,hvg_k_mean,hvg_k_std,hvg_k_skew,hvg_lambda_tail,hvg_clustering_mean,hvg_transitivity,hvg_assortativity,hvg_triangles_mean,hvg_efficiency,hvg_eig_fiedler,hvg_eig_max,dhvg_k_in_mean,dhvg_k_in_std,dhvg_k_out_mean,dhvg_k_out_std,dhvg_k_imbalance,dhvg_clustering_mean,dhvg_transitivity,dhvg_assortativity,dhvg_triangles_mean,dhvg_efficiency,dhvg_eig_fiedler,dhvg_eig_max,whvg_k_mean,whvg_k_std,whvg_k_skew,whvg_lambda_tail,whvg_clustering_mean,whvg_transitivity,whvg_assortativity,whvg_triangles_mean,whvg_efficiency,whvg_strength_mean,whvg_strength_std,whvg_disparity_mean,whvg_disparity_std,whvg_eig_fiedler,whvg_eig_max
1611101400424116462,Flare,3.9240506329113924,2.2531112211010575,1.5594438519096205,0.39997160691493805,0.6452580295934726,0.34990439770554493,0.14479390755992244,2.8955696202531644,0.19408883355394077,,,1.9620253164556962,1.254793724282329,1.9620253164556962,1.409219534196716,0.0,0.6452580295934726,0.34990439770554493,0.14479390755992244,2.8955696202531644,0.19408883355394077,,,3.9240506329113924,2.2531112211010575,1.5594438519096205,0.39997160691493805,0.6452580295934726,0.34990439770554493,0.14479390755992244,2.8955696202531644,0.19408883355394077,2.7187269407858,3.4666708491199607,0.44311335893605336,0.18820242051846992,,
1611091630244128695,HPM,3.7758620689655173,2.0930352769674476,1.6507681394719238,0.40500400690597466,0.617795566502463,0.35846867749419953,-0.010381376151167177,2.663793103448276,0.2409484597528118,,,1.8879310344827587,1.1354138826432103,1.8879310344827587,1.490033277365828,0.0,0.617795566502463,0.35846867749419953,-0.010381376151167177,2.663793103448276,0.2409484597528118,,,3.7758620689655173,2.0930352769674476,1.6507681394719238,0.40500400690597466,0.617795566502463,0.35846867749419953,-0.010381376151167177,2.663793103448276,0.2409484597528118,0.76405264239806,0.9629946061478427,0.47755547455501296,0.2075254936917969,,
1611071120084120846,HPM,3.908196721311475,2.132826576916737,1.4285083474953546,0.43709506925046226,0.6304612873465333,0.35970333745364647,0.0925647928425441,2.862295081967213,0.1841983275568124,,,1.9540983606557376,1.3099335198363142,1.9540983606557376,1.3900788715082704,0.0,0.6304612873465333,0.35970333745364647,0.0925647928425441,2.862295081967213,0.1841983275568124,,,3.908196721311475,2.132826576916737,1.4285083474953546,0.43709506925046226,0.6304612873465333,0.35970333745364647,0.0925647928425441,2.862295081967213,0.1841983275568124,1.5077416468138183,1.4610458707889131,0.47065900473746974,0.19758168131931853,,
1611021070314137583,Other,3.8323353293413174,2.3513346817834813,2.233471234418047,0.3359597789115055,0.6280436130735532,0.33771929824561403,0.03959153402932315,2.7664670658682633,0.22588334768822252,,,1.9161676646706587,1.7455269562862932,1.9161676646706587,1.3510394031613386,0.0,0.6280436130735532,0.33771929824561403,0.03959153402932315,2.7664670658682633,0.22588334768822252,,,3.8323353293413174,2.3513346817834813,2.233471234418047,0.3359597789115055,0.6280436130735532,0.33771929824561403,0.03959153402932315,2.7664670658682633,0.22588334768822252,5.948085540778742,9.689918306462143,0.51111485332929,0.21287128163163194,,
1610291630224109495,HPM,3.8865248226950353,2.137447933359676,1.369458711180197,0.36415322360788466,0.6322132162557695,0.3584905660377358,0.08136750271305858,2.8297872340425534,0.2298972433622851,,,1.9432624113475176,1.3303497628157688,1.9432624113475176,1.2534946873203272,0.0,0.6322132162557695,0.3584905660377358,0.08136750271305858,2.8297872340425534,0.2298972433622851,,,3.8865248226950353,2.137447933359676,1.369458711180197,0.36415322360788466,0.6322132162557695,0.3584905660377358,0.08136750271305858,2.8297872340425534,0.2298972433622851,0.8161649555744708,0.8678741459828275,0.452730187521133,0.1928459646710248,,
1610241600204126524,HPM,3.8404255319148937,2.1052274930861965,1.5571979034512191,0.4064119739690003,0.6387081299315341,0.35991678224687934,0.05132962345063862,2.7606382978723403,0.19940035028496772,,,1.9202127659574468,1.1845710047814546,1.9202127659574468,1.356236955010039,0.0,0.6387081299315341,0.35991678224687934,0.05132962345063862,2.7606382978723403,0.19940035028496772,,,3.8404255319148937,2.1052274930861965,1.5571979034512191,0.4064119739690003,0.6387081299315341,0.35991678224687934,0.05132962345063862,2.7606382978723403,0.19940035028496772,0.5764694734409187,0.529673360694298,0.43743116015142297,0.17756608849169095,,
1610231570224126275,HPM,3.8823529411764706,2.1260516976625667,1.511799682609999,0.3524641431298244,0.6217517776341305,0.35944700460829493,0.11011522878753505,2.823529411764706,0.19923101750850092,,,1.9411764705882353,1.3185678747608498,1.9411764705882353,1.308232364331496,0.0,0.6217517776341305,0.35944700460829493,0.11011522878753505,2.823529411764706,0.19923101750850092,,,3.8823529411764706,2.1260516976625667,1.511799682609999,0.3524641431298244,0.6217517776341305,0.35944700460829493,0.11011522878753505,2.823529411764706,0.19923101750850092,0.8874755778534069,1.6469758418368987,0.4541990410292866,0.1925233374848293,,
1610211260104103466,Flare,3.908127208480565,2.231806148271988,1.5194340497122876,0.3572204734964871,0.6472271936936248,0.35149156939040205,0.1042985193205911,2.872791519434629,0.19414728262937486,,,1.9540636042402826,1.3741721913582023,1.9540636042402826,1.3190675939879923,0.0,0.6472271936936248,0.35149156939040205,0.1042985193205911,2.872791519434629,0.19414728262937486,,,3.908127208480565,2.231806148271988,1.5194340497122876,0.3572204734964871,0.6472271936936248,0.35149156939040205,0.1042985193205911,2.872791519434629,0.19414728262937486,3.6540171148180938,2.92472618356968,0.44007936265070335,0.1821992193392455,,
1610131150114102277,SN,3.864406779661017,2.148111458975075,1.6226407294912135,0.36945865643722203,0.6469379020226478,0.35878962536023057,0.08387075661562432,2.8135593220338984,0.21706319774500832,,,1.9322033898305084,1.3595995602684983,1.9322033898305084,1.214754958150034,0.0,0.6469379020226478,0.35878962536023057,0.08387075661562432,2.8135593220338984,0.21706319774500832,,,3.864406779661017,2.148111458975075,1.6226407294912135,0.36945865643722203,0.6469379020226478,0.35878962536023057,0.08387075661562432,2.8135593220338984,0.21706319774500832,3.679680590759368,2.653908490009386,0.44618770222748727,0.18547772380032368,,
1610111070074115832,SN,3.9015384615384616,2.310410706592249,1.5747480126976245,0.3965099091286551,0.6467692990769914,0.3435537495382342,0.09419179408003144,2.8615384615384616,0.18301325813575448,,,1.9507692307692308,1.366874376865035,1.9507692307692308,1.311736732137158,0.0,0.6467692990769914,0.3435537495382342,0.09419179408003144,2.8615384615384616,0.18301325813575448,,,3.9015384615384616,2.310410706592249,1.5747480126976245,0.3965099091286551,0.6467692990769914,0.3435537495382342,0.09419179408003144,2.8615384615384616,0.18301325813575448,3.562200694318204,3.159365454114847,0.4424469175739021,0.17831188950632318,,
